,importance,stddev,p_value,n,p99_high,p99_low
text_embedding_696,7.168458781361408e-05,9.815816442744093e-05,0.08890390417811063,5,0.000273793605059724,-0.00013042442943249583
image_embedding_544,7.168458781361408e-05,0.00016029161129029411,0.1869504831500295,5,0.0004017272309258371,-0.000258358055298609
text_embedding_707,7.168458781361408e-05,9.815816442744093e-05,0.08890390417811063,5,0.000273793605059724,-0.00013042442943249583
image_embedding_571,7.168458781361408e-05,0.00032555380151583213,0.3241306474836535,5,0.0007420043647664292,-0.000598635189139201
image_embedding_201,7.168458781361408e-05,0.00016029161129029414,0.1869504831500295,5,0.0004017272309258372,-0.000258358055298609
image_embedding_098,7.168458781361408e-05,9.815816442744093e-05,0.08890390417811063,5,0.000273793605059724,-0.00013042442943249583
image_embedding_140,7.168458781361408e-05,0.00029987814571111316,0.31065414751874854,5,0.0006891378345892367,-0.0005457686589620085
text_embedding_565,7.168458781359188e-05,0.0008074466183561653,0.42616118990902674,5,0.0017342283351071952,-0.0015908591594800115
text_embedding_394,7.168458781359188e-05,0.0011376752866024097,0.44738212891930296,5,0.002414173727271454,-0.00227080455164427
perinodal_invasion,7.168458781356968e-05,0.0009014176587784558,0.43375253356209653,5,0.0019277160061544744,-0.0017843468305273349
image_embedding_350,7.168458781352527e-05,0.0011090859101624273,0.4460373561305655,5,0.0023553078060342884,-0.0022119386304072382
text_embedding_327,3.584229390680704e-05,0.0002336631686452367,0.37443422501176327,5,0.0005169579877155491,-0.00044527339990193496
image_embedding_255,3.584229390680704e-05,8.014580564514706e-05,0.1869504831500295,5,0.00020086361546291855,-0.0001291790276493045
image_embedding_609,3.584229390680704e-05,0.00014993907285555658,0.31065414751874854,5,0.00034456891729461837,-0.00027288432948100426
text_embedding_293,3.584229390680704e-05,8.014580564514706e-05,0.1869504831500295,5,0.00020086361546291855,-0.0001291790276493045
text_embedding_324,3.584229390680704e-05,8.014580564514706e-05,0.1869504831500295,5,0.00020086361546291855,-0.0001291790276493045
Glucose,3.584229390680704e-05,0.00014993907285555658,0.31065414751874854,5,0.00034456891729461837,-0.00027288432948100426
text_embedding_422,3.584229390680704e-05,8.014580564514706e-05,0.1869504831500295,5,0.00020086361546291855,-0.0001291790276493045
image_embedding_020,3.584229390680704e-05,0.000427861519222664,0.43026485781855045,5,0.0009168150756609193,-0.0008451304878473053
image_embedding_221,3.584229390680704e-05,0.00014993907285555658,0.31065414751874854,5,0.00034456891729461837,-0.00027288432948100426
text_embedding_303,3.584229390680704e-05,0.00014993907285555658,0.31065414751874854,5,0.00034456891729461837,-0.00027288432948100426
text_embedding_416,3.584229390680704e-05,0.00014993907285555658,0.31065414751874854,5,0.00034456891729461837,-0.00027288432948100426
text_embedding_423,3.584229390680704e-05,8.014580564514706e-05,0.1869504831500295,5,0.00020086361546291855,-0.0001291790276493045
image_embedding_244,3.584229390680704e-05,8.014580564514706e-05,0.1869504831500295,5,0.00020086361546291855,-0.0001291790276493045
text_embedding_110,3.584229390680704e-05,0.00014993907285555658,0.31065414751874854,5,0.00034456891729461837,-0.00027288432948100426
text_embedding_325,3.584229390680704e-05,8.014580564514706e-05,0.1869504831500295,5,0.00020086361546291855,-0.0001291790276493045
text_embedding_679,3.584229390680704e-05,8.014580564514706e-05,0.1869504831500295,5,0.00020086361546291855,-0.0001291790276493045
image_embedding_267,3.584229390680704e-05,8.014580564514706e-05,0.1869504831500295,5,0.00020086361546291855,-0.0001291790276493045
image_embedding_424,3.584229390680704e-05,8.014580564514706e-05,0.1869504831500295,5,0.00020086361546291855,-0.0001291790276493045
text_embedding_233,3.584229390680704e-05,8.014580564514706e-05,0.1869504831500295,5,0.00020086361546291855,-0.0001291790276493045
text_embedding_569,3.584229390680704e-05,0.00014993907285555658,0.31065414751874854,5,0.00034456891729461837,-0.00027288432948100426
text_embedding_381,3.584229390680704e-05,0.00014993907285555658,0.31065414751874854,5,0.00034456891729461837,-0.00027288432948100426
text_embedding_722,3.584229390680704e-05,8.014580564514706e-05,0.1869504831500295,5,0.00020086361546291855,-0.0001291790276493045
image_embedding_440,3.584229390680704e-05,0.00014993907285555658,0.31065414751874854,5,0.00034456891729461837,-0.00027288432948100426
text_embedding_208,3.584229390680704e-05,0.00019631632885488187,0.35200000000000004,5,0.00044006032839902687,-0.00036837574058541276
image_embedding_720,3.584229390680704e-05,0.0002658135658457005,0.38902477445001044,5,0.0005831560999170164,-0.0005114715121034024
adjuvant_treatment_intent,3.584229390680704e-05,0.0003205832225805883,0.40745100572959064,5,0.0006959275801312532,-0.0006242429923176392
image_embedding_660,3.584229390680704e-05,0.00029447449328232284,0.39948292959638937,5,0.0006421693456451368,-0.0005704847578315228
text_embedding_397,3.584229390680704e-05,8.014580564514706e-05,0.1869504831500295,5,0.00020086361546291855,-0.0001291790276493045
image_embedding_384,3.584229390680704e-05,8.014580564514706e-05,0.1869504831500295,5,0.00020086361546291855,-0.0001291790276493045
text_embedding_248,3.584229390680704e-05,8.014580564514706e-05,0.1869504831500295,5,0.00020086361546291855,-0.0001291790276493045
text_embedding_168,3.584229390680704e-05,0.00014993907285555658,0.31065414751874854,5,0.00034456891729461837,-0.00027288432948100426
image_embedding_752,3.584229390680704e-05,8.014580564514706e-05,0.1869504831500295,5,0.00020086361546291855,-0.0001291790276493045
text_embedding_353,3.584229390680704e-05,0.00014993907285555658,0.31065414751874854,5,0.00034456891729461837,-0.00027288432948100426
image_embedding_302,3.584229390678484e-05,0.0004638773872955076,0.435609659593962,5,0.0009909722458150796,-0.0009192876580015099
text_embedding_097,3.584229390678484e-05,0.0004972916460756654,0.4398881018370137,5,0.0010597726664775603,-0.0009880880786639905
text_embedding_123,3.584229390678484e-05,0.0001499390728555964,0.31065414751889775,5,0.0003445689172946781,-0.00027288432948110845
text_embedding_494,3.584229390678484e-05,0.0004462329605013755,0.43309684611325083,5,0.0009546421271740668,-0.000882957539360497
image_embedding_566,3.584229390678484e-05,0.0005581509499067,0.446383194046314,5,0.001185082814230631,-0.0011133982264170611
text_embedding_359,3.584229390678484e-05,0.0004278615192227012,0.430264857818599,5,0.0009168150756609737,-0.0008451304878474039
text_embedding_128,3.584229390674043e-05,0.0007213122508064036,0.45844015452905273,5,0.0015210341879119092,-0.0014493496000984284
text_embedding_107,0.0,0.0,0.5,5,0.0,0.0
text_embedding_132,0.0,0.0,0.5,5,0.0,0.0
text_embedding_112,0.0,0.0,0.5,5,0.0,0.0
text_embedding_125,0.0,0.0,0.5,5,0.0,0.0
text_embedding_718,0.0,0.0,0.5,5,0.0,0.0
text_embedding_105,0.0,0.0,0.5,5,0.0,0.0
text_embedding_130,0.0,0.0,0.5,5,0.0,0.0
text_embedding_719,0.0,0.0,0.5,5,0.0,0.0
text_embedding_721,0.0,0.0,0.5,5,0.0,0.0
text_embedding_126,0.0,0.0,0.5,5,0.0,0.0
text_embedding_122,0.0,0.0,0.5,5,0.0,0.0
text_embedding_124,0.0,0.0,0.5,5,0.0,0.0
text_embedding_104,0.0,0.0,0.5,5,0.0,0.0
text_embedding_116,0.0,0.0,0.5,5,0.0,0.0
text_embedding_095,0.0,0.0,0.5,5,0.0,0.0
text_embedding_715,0.0,0.00012672164537392267,0.5,5,0.00026092161930417706,-0.00026092161930417706
text_embedding_102,0.0,0.0,0.5,5,0.0,0.0
text_embedding_096,0.0,0.0,0.5,5,0.0,0.0
text_embedding_716,0.0,0.0,0.5,5,0.0,0.0
text_embedding_098,0.0,0.0,0.5,5,0.0,0.0
text_embedding_101,0.0,0.0,0.5,5,0.0,0.0
text_embedding_113,0.0,0.0,0.5,5,0.0,0.0
text_embedding_100,0.0,0.0,0.5,5,0.0,0.0
text_embedding_117,0.0,0.0,0.5,5,0.0,0.0
text_embedding_103,0.0,0.0,0.5,5,0.0,0.0
text_embedding_580,0.0,0.0,0.5,5,0.0,0.0
text_embedding_133,0.0,0.0,0.5,5,0.0,0.0
text_embedding_198,0.0,0.0,0.5,5,0.0,0.0
text_embedding_177,0.0,0.0,0.5,5,0.0,0.0
text_embedding_178,0.0,0.0,0.5,5,0.0,0.0
text_embedding_179,0.0,0.0,0.5,5,0.0,0.0
text_embedding_180,0.0,0.0,0.5,5,0.0,0.0
text_embedding_181,0.0,0.0,0.5,5,0.0,0.0
text_embedding_184,0.0,0.0,0.5,5,0.0,0.0
text_embedding_187,0.0,0.0,0.5,5,0.0,0.0
text_embedding_190,0.0,0.0,0.5,5,0.0,0.0
text_embedding_191,0.0,0.0,0.5,5,0.0,0.0
text_embedding_192,0.0,0.0,0.5,5,0.0,0.0
text_embedding_194,0.0,0.0,0.5,5,0.0,0.0
text_embedding_196,0.0,0.0,0.5,5,0.0,0.0
text_embedding_201,0.0,0.0,0.5,5,0.0,0.0
text_embedding_714,0.0,0.0,0.5,5,0.0,0.0
text_embedding_706,0.0,0.0,0.5,5,0.0,0.0
text_embedding_204,0.0,0.0,0.5,5,0.0,0.0
text_embedding_205,0.0,0.0,0.5,5,0.0,0.0
text_embedding_207,0.0,0.0,0.5,5,0.0,0.0
text_embedding_705,0.0,0.0,0.5,5,0.0,0.0
text_embedding_209,0.0,0.0,0.5,5,0.0,0.0
text_embedding_210,0.0,0.0,0.5,5,0.0,0.0
text_embedding_212,0.0,0.0,0.5,5,0.0,0.0
text_embedding_704,0.0,0.0,0.5,5,0.0,0.0
text_embedding_216,0.0,0.0,0.5,5,0.0,0.0
text_embedding_217,0.0,0.0,0.5,5,0.0,0.0
text_embedding_219,0.0,0.0,0.5,5,0.0,0.0
text_embedding_175,0.0,0.0,0.5,5,0.0,0.0
text_embedding_174,0.0,0.0,0.5,5,0.0,0.0
text_embedding_173,0.0,0.0,0.5,5,0.0,0.0
text_embedding_170,0.0,0.0,0.5,5,0.0,0.0
text_embedding_135,0.0,0.0,0.5,5,0.0,0.0
text_embedding_137,0.0,0.0,0.5,5,0.0,0.0
text_embedding_140,0.0,0.0,0.5,5,0.0,0.0
text_embedding_141,0.0,0.0,0.5,5,0.0,0.0
text_embedding_142,0.0,0.0,0.5,5,0.0,0.0
text_embedding_144,0.0,0.0,0.5,5,0.0,0.0
text_embedding_145,0.0,0.0,0.5,5,0.0,0.0
text_embedding_146,0.0,0.0,0.5,5,0.0,0.0
text_embedding_147,0.0,0.0,0.5,5,0.0,0.0
text_embedding_148,0.0,0.0,0.5,5,0.0,0.0
text_embedding_150,0.0,0.0,0.5,5,0.0,0.0
text_embedding_151,0.0,0.0,0.5,5,0.0,0.0
text_embedding_152,0.0,0.0,0.5,5,0.0,0.0
text_embedding_153,0.0,0.0,0.5,5,0.0,0.0
text_embedding_713,0.0,0.0,0.5,5,0.0,0.0
text_embedding_711,0.0,0.0,0.5,5,0.0,0.0
text_embedding_155,0.0,0.0,0.5,5,0.0,0.0
text_embedding_158,0.0,0.0,0.5,5,0.0,0.0
text_embedding_159,0.0,0.0,0.5,5,0.0,0.0
text_embedding_160,0.0,0.0,0.5,5,0.0,0.0
text_embedding_162,0.0,0.0,0.5,5,0.0,0.0
text_embedding_708,0.0,0.00017921146953403522,0.5,5,0.00036899889273631683,-0.00036899889273631683
text_embedding_163,0.0,0.0,0.5,5,0.0,0.0
text_embedding_164,0.0,0.0,0.5,5,0.0,0.0
text_embedding_165,0.0,0.0,0.5,5,0.0,0.0
text_embedding_092,0.0,0.0,0.5,5,0.0,0.0
text_embedding_070,0.0,0.0,0.5,5,0.0,0.0
text_embedding_090,0.0,0.0,0.5,5,0.0,0.0
image_embedding_745,0.0,0.0,0.5,5,0.0,0.0
text_embedding_756,0.0,0.0,0.5,5,0.0,0.0
image_embedding_750,0.0,0.0,0.5,5,0.0,0.0
image_embedding_749,0.0,0.0,0.5,5,0.0,0.0
image_embedding_748,0.0,0.0,0.5,5,0.0,0.0
image_embedding_747,0.0,0.0,0.5,5,0.0,0.0
image_embedding_746,0.0,0.0,0.5,5,0.0,0.0
image_embedding_744,0.0,0.0,0.5,5,0.0,0.0
text_embedding_750,0.0,0.0,0.5,5,0.0,0.0
text_embedding_758,0.0,0.0,0.5,5,0.0,0.0
image_embedding_742,0.0,0.0,0.5,5,0.0,0.0
image_embedding_741,0.0,0.0,0.5,5,0.0,0.0
image_embedding_739,0.0,0.0,0.5,5,0.0,0.0
image_embedding_738,0.0,0.0,0.5,5,0.0,0.0
image_embedding_735,0.0,0.0,0.5,5,0.0,0.0
text_embedding_755,0.0,0.0,0.5,5,0.0,0.0
image_embedding_755,0.0,0.0,0.5,5,0.0,0.0
image_embedding_756,0.0,0.0,0.5,5,0.0,0.0
text_embedding_754,0.0,0.0,0.5,5,0.0,0.0
image_embedding_758,0.0,0.0,0.5,5,0.0,0.0
text_embedding_753,0.0,0.0,0.5,5,0.0,0.0
image_embedding_759,0.0,0.0,0.5,5,0.0,0.0
image_embedding_760,0.0,0.00021948832820635963,0.5,5,0.00045192950142797906,-0.00045192950142797906
image_embedding_761,0.0,0.0,0.5,5,0.0,0.0
text_embedding_751,0.0,0.0,0.5,5,0.0,0.0
image_embedding_763,0.0,0.0,0.5,5,0.0,0.0
image_embedding_764,0.0,0.0,0.5,5,0.0,0.0
image_embedding_765,0.0,0.0,0.5,5,0.0,0.0
image_embedding_766,0.0,0.0,0.5,5,0.0,0.0
image_embedding_767,0.0,0.0,0.5,5,0.0,0.0
text_embedding_000,0.0,0.0,0.5,5,0.0,0.0
text_embedding_001,0.0,0.0,0.5,5,0.0,0.0
image_embedding_734,0.0,0.0,0.5,5,0.0,0.0
image_embedding_733,0.0,0.0,0.5,5,0.0,0.0
image_embedding_731,0.0,0.0,0.5,5,0.0,0.0
image_embedding_713,0.0,0.0,0.5,5,0.0,0.0
image_embedding_699,0.0,0.0,0.5,5,0.0,0.0
text_embedding_766,0.0,0.0,0.5,5,0.0,0.0
image_embedding_700,0.0,0.0,0.5,5,0.0,0.0
image_embedding_701,0.0,0.0,0.5,5,0.0,0.0
image_embedding_702,0.0,0.0,0.5,5,0.0,0.0
image_embedding_703,0.0,0.0,0.5,5,0.0,0.0
image_embedding_704,0.0,0.0,0.5,5,0.0,0.0
image_embedding_705,0.0,0.0,0.5,5,0.0,0.0
image_embedding_707,0.0,0.0,0.5,5,0.0,0.0
image_embedding_708,0.0,0.0,0.5,5,0.0,0.0
image_embedding_709,0.0,0.0,0.5,5,0.0,0.0
text_embedding_764,0.0,0.0,0.5,5,0.0,0.0
image_embedding_711,0.0,0.0,0.5,5,0.0,0.0
image_embedding_712,0.0,0.0,0.5,5,0.0,0.0
image_embedding_714,0.0,0.0,0.5,5,0.0,0.0
image_embedding_730,0.0,0.0,0.5,5,0.0,0.0
image_embedding_715,0.0,0.0,0.5,5,0.0,0.0
image_embedding_716,0.0,0.0,0.5,5,0.0,0.0
image_embedding_717,0.0,0.0,0.5,5,0.0,0.0
image_embedding_718,0.0,0.0,0.5,5,0.0,0.0
image_embedding_719,0.0,0.0,0.5,5,0.0,0.0
image_embedding_721,0.0,0.0,0.5,5,0.0,0.0
text_embedding_763,0.0,0.0,0.5,5,0.0,0.0
text_embedding_761,0.0,0.0,0.5,5,0.0,0.0
image_embedding_723,0.0,0.0,0.5,5,0.0,0.0
image_embedding_724,0.0,0.0,0.5,5,0.0,0.0
image_embedding_725,0.0,0.0,0.5,5,0.0,0.0
image_embedding_726,0.0,0.0,0.5,5,0.0,0.0
image_embedding_728,0.0,0.0,0.5,5,0.0,0.0
text_embedding_759,0.0,0.0,0.5,5,0.0,0.0
text_embedding_002,0.0,0.0,0.5,5,0.0,0.0
text_embedding_004,0.0,0.0,0.5,5,0.0,0.0
text_embedding_089,0.0,0.0,0.5,5,0.0,0.0
text_embedding_061,0.0,0.0,0.5,5,0.0,0.0
text_embedding_067,0.0,0.0,0.5,5,0.0,0.0
text_embedding_066,0.0,0.0,0.5,5,0.0,0.0
text_embedding_065,0.0,0.0,0.5,5,0.0,0.0
text_embedding_733,0.0,0.0,0.5,5,0.0,0.0
text_embedding_062,0.0,0.0,0.5,5,0.0,0.0
text_embedding_735,0.0,0.0,0.5,5,0.0,0.0
text_embedding_059,0.0,0.0,0.5,5,0.0,0.0
text_embedding_749,0.0,0.0,0.5,5,0.0,0.0
text_embedding_058,0.0,0.0,0.5,5,0.0,0.0
text_embedding_057,0.0,0.0,0.5,5,0.0,0.0
text_embedding_056,0.0,0.0,0.5,5,0.0,0.0
text_embedding_054,0.0,0.0,0.5,5,0.0,0.0
text_embedding_053,0.0,0.0,0.5,5,0.0,0.0
text_embedding_050,0.0,0.0,0.5,5,0.0,0.0
text_embedding_068,0.0,0.0,0.5,5,0.0,0.0
text_embedding_069,0.0,0.0,0.5,5,0.0,0.0
text_embedding_732,0.0,0.0,0.5,5,0.0,0.0
text_embedding_226,0.0,0.0,0.5,5,0.0,0.0
text_embedding_071,0.0,0.0,0.5,5,0.0,0.0
text_embedding_726,0.0,0.0,0.5,5,0.0,0.0
text_embedding_073,0.0,0.0,0.5,5,0.0,0.0
text_embedding_725,0.0,0.0,0.5,5,0.0,0.0
text_embedding_724,0.0,0.0,0.5,5,0.0,0.0
text_embedding_078,0.0,0.0,0.5,5,0.0,0.0
text_embedding_080,0.0,0.0,0.5,5,0.0,0.0
text_embedding_723,0.0,0.0,0.5,5,0.0,0.0
text_embedding_082,0.0,0.0,0.5,5,0.0,0.0
text_embedding_083,0.0,0.0,0.5,5,0.0,0.0
text_embedding_085,0.0,0.0,0.5,5,0.0,0.0
text_embedding_087,0.0,0.0,0.5,5,0.0,0.0
text_embedding_088,0.0,0.0,0.5,5,0.0,0.0
text_embedding_049,0.0,0.0,0.5,5,0.0,0.0
text_embedding_048,0.0,0.0,0.5,5,0.0,0.0
text_embedding_047,0.0,0.0,0.5,5,0.0,0.0
text_embedding_743,0.0,0.0,0.5,5,0.0,0.0
text_embedding_748,0.0,0.0,0.5,5,0.0,0.0
text_embedding_007,0.0,0.0,0.5,5,0.0,0.0
text_embedding_009,0.0,0.0,0.5,5,0.0,0.0
text_embedding_010,0.0,0.0,0.5,5,0.0,0.0
text_embedding_011,0.0,0.0,0.5,5,0.0,0.0
text_embedding_013,0.0,0.0,0.5,5,0.0,0.0
text_embedding_014,0.0,0.0,0.5,5,0.0,0.0
text_embedding_015,0.0,0.0,0.5,5,0.0,0.0
text_embedding_016,0.0,0.0,0.5,5,0.0,0.0
text_embedding_747,0.0,0.0,0.5,5,0.0,0.0
text_embedding_018,0.0,0.0,0.5,5,0.0,0.0
text_embedding_020,0.0,0.0,0.5,5,0.0,0.0
text_embedding_021,0.0,0.0,0.5,5,0.0,0.0
text_embedding_023,0.0,0.0,0.5,5,0.0,0.0
text_embedding_026,0.0,0.0,0.5,5,0.0,0.0
text_embedding_045,0.0,0.0,0.5,5,0.0,0.0
text_embedding_742,0.0,0.0,0.5,5,0.0,0.0
text_embedding_028,0.0,0.0,0.5,5,0.0,0.0
text_embedding_741,0.0,0.0,0.5,5,0.0,0.0
text_embedding_740,0.0,0.0,0.5,5,0.0,0.0
text_embedding_030,0.0,0.0,0.5,5,0.0,0.0
text_embedding_031,0.0,0.0,0.5,5,0.0,0.0
text_embedding_032,0.0,0.00017921146953403522,0.5,5,0.00036899889273631683,-0.00036899889273631683
text_embedding_033,0.0,0.0,0.5,5,0.0,0.0
text_embedding_034,0.0,0.0,0.5,5,0.0,0.0
text_embedding_035,0.0,0.0,0.5,5,0.0,0.0
text_embedding_039,0.0,0.0,0.5,5,0.0,0.0
text_embedding_040,0.0,0.0,0.5,5,0.0,0.0
text_embedding_737,0.0,0.0,0.5,5,0.0,0.0
text_embedding_043,0.0,0.0,0.5,5,0.0,0.0
text_embedding_701,0.0,0.0,0.5,5,0.0,0.0
text_embedding_251,0.0,0.0,0.5,5,0.0,0.0
text_embedding_227,0.0,0.0,0.5,5,0.0,0.0
text_embedding_619,0.0,0.0,0.5,5,0.0,0.0
text_embedding_456,0.0,0.0,0.5,5,0.0,0.0
text_embedding_457,0.0,0.0,0.5,5,0.0,0.0
text_embedding_458,0.0,0.0,0.5,5,0.0,0.0
text_embedding_626,0.0,0.0,0.5,5,0.0,0.0
text_embedding_462,0.0,0.0,0.5,5,0.0,0.0
text_embedding_463,0.0,0.0,0.5,5,0.0,0.0
text_embedding_625,0.0,0.0,0.5,5,0.0,0.0
text_embedding_468,0.0,0.0,0.5,5,0.0,0.0
text_embedding_469,0.0,0.0,0.5,5,0.0,0.0
text_embedding_470,0.0,0.0,0.5,5,0.0,0.0
text_embedding_471,0.0,0.0,0.5,5,0.0,0.0
text_embedding_623,0.0,0.0,0.5,5,0.0,0.0
text_embedding_622,0.0,0.0,0.5,5,0.0,0.0
text_embedding_620,0.0,0.0,0.5,5,0.0,0.0
text_embedding_476,0.0,0.0,0.5,5,0.0,0.0
text_embedding_454,0.0,0.0,0.5,5,0.0,0.0
text_embedding_478,0.0,0.0,0.5,5,0.0,0.0
text_embedding_479,0.0,0.0,0.5,5,0.0,0.0
text_embedding_480,0.0,0.0,0.5,5,0.0,0.0
text_embedding_481,0.0,0.0,0.5,5,0.0,0.0
text_embedding_482,0.0,0.0,0.5,5,0.0,0.0
text_embedding_483,0.0,0.0,0.5,5,0.0,0.0
text_embedding_484,0.0,0.0,0.5,5,0.0,0.0
text_embedding_618,0.0,0.0,0.5,5,0.0,0.0
text_embedding_487,0.0,0.0,0.5,5,0.0,0.0
text_embedding_488,0.0,0.0,0.5,5,0.0,0.0
text_embedding_615,0.0,0.0,0.5,5,0.0,0.0
text_embedding_612,0.0,0.0,0.5,5,0.0,0.0
text_embedding_491,0.0,0.0,0.5,5,0.0,0.0
text_embedding_492,0.0,0.0,0.5,5,0.0,0.0
text_embedding_455,0.0,0.0,0.5,5,0.0,0.0
text_embedding_628,0.0,0.0,0.5,5,0.0,0.0
text_embedding_228,0.0,0.0,0.5,5,0.0,0.0
text_embedding_434,0.0,0.0,0.5,5,0.0,0.0
text_embedding_414,0.0,0.0,0.5,5,0.0,0.0
text_embedding_415,0.0,0.0,0.5,5,0.0,0.0
text_embedding_418,0.0,0.0,0.5,5,0.0,0.0
text_embedding_419,0.0,0.0,0.5,5,0.0,0.0
text_embedding_643,0.0,0.0,0.5,5,0.0,0.0
text_embedding_421,0.0,0.0,0.5,5,0.0,0.0
text_embedding_425,0.0,0.0,0.5,5,0.0,0.0
text_embedding_641,0.0,0.0,0.5,5,0.0,0.0
text_embedding_427,0.0,0.0,0.5,5,0.0,0.0
text_embedding_638,0.0,0.0,0.5,5,0.0,0.0
text_embedding_429,0.0,0.0,0.5,5,0.0,0.0
text_embedding_430,0.0,0.0,0.5,5,0.0,0.0
text_embedding_432,0.0,0.0,0.5,5,0.0,0.0
text_embedding_433,0.0,0.0,0.5,5,0.0,0.0
text_embedding_435,0.0,0.0,0.5,5,0.0,0.0
text_embedding_453,0.0,0.0,0.5,5,0.0,0.0
text_embedding_437,0.0,0.0,0.5,5,0.0,0.0
text_embedding_637,0.0,0.0,0.5,5,0.0,0.0
text_embedding_438,0.0,0.0,0.5,5,0.0,0.0
text_embedding_440,0.0,0.0,0.5,5,0.0,0.0
text_embedding_441,0.0,0.0,0.5,5,0.0,0.0
text_embedding_442,0.0,0.0,0.5,5,0.0,0.0
text_embedding_636,0.0,0.0,0.5,5,0.0,0.0
text_embedding_634,0.0,0.0,0.5,5,0.0,0.0
text_embedding_444,0.0,0.0,0.5,5,0.0,0.0
text_embedding_447,0.0,0.0,0.5,5,0.0,0.0
text_embedding_632,0.0,0.0,0.5,5,0.0,0.0
text_embedding_449,0.0,0.0,0.5,5,0.0,0.0
text_embedding_450,0.0,0.0,0.5,5,0.0,0.0
text_embedding_451,0.0,0.0,0.5,5,0.0,0.0
text_embedding_493,0.0,0.0,0.5,5,0.0,0.0
text_embedding_496,0.0,0.0,0.5,5,0.0,0.0
text_embedding_610,0.0,0.0,0.5,5,0.0,0.0
text_embedding_559,0.0,0.0,0.5,5,0.0,0.0
text_embedding_537,0.0,0.0,0.5,5,0.0,0.0
text_embedding_538,0.0,0.0,0.5,5,0.0,0.0
text_embedding_539,0.0,0.0,0.5,5,0.0,0.0
text_embedding_591,0.0,0.0,0.5,5,0.0,0.0
text_embedding_541,0.0,0.0,0.5,5,0.0,0.0
text_embedding_543,0.0,0.0,0.5,5,0.0,0.0
text_embedding_544,0.0,0.0,0.5,5,0.0,0.0
text_embedding_547,0.0,0.00028335821327671285,0.5,5,0.0005834384775634614,-0.0005834384775634614
text_embedding_552,0.0,0.0,0.5,5,0.0,0.0
text_embedding_553,0.0,0.00012672164537392267,0.5,5,0.00026092161930417706,-0.00026092161930417706
text_embedding_554,0.0,0.0,0.5,5,0.0,0.0
text_embedding_589,0.0,0.0,0.5,5,0.0,0.0
text_embedding_556,0.0,0.0,0.5,5,0.0,0.0
text_embedding_558,0.0,0.0,0.5,5,0.0,0.0
text_embedding_587,0.0,0.0,0.5,5,0.0,0.0
text_embedding_498,0.0,0.0,0.5,5,0.0,0.0
text_embedding_561,0.0,0.0,0.5,5,0.0,0.0
text_embedding_562,0.0,0.0,0.5,5,0.0,0.0
text_embedding_586,0.0,0.0,0.5,5,0.0,0.0
text_embedding_585,0.0,0.0,0.5,5,0.0,0.0
text_embedding_584,0.0,0.0,0.5,5,0.0,0.0
text_embedding_564,0.0,0.0,0.5,5,0.0,0.0
text_embedding_567,0.0,0.0,0.5,5,0.0,0.0
text_embedding_571,0.0,0.0,0.5,5,0.0,0.0
text_embedding_572,0.0,0.0,0.5,5,0.0,0.0
text_embedding_573,0.0,0.0,0.5,5,0.0,0.0
text_embedding_574,0.0,0.0,0.5,5,0.0,0.0
text_embedding_575,0.0,0.0,0.5,5,0.0,0.0
text_embedding_576,0.0,0.0,0.5,5,0.0,0.0
text_embedding_577,0.0,0.0,0.5,5,0.0,0.0
text_embedding_536,0.0,0.0,0.5,5,0.0,0.0
text_embedding_535,0.0,0.0,0.5,5,0.0,0.0
text_embedding_534,0.0,0.0,0.5,5,0.0,0.0
text_embedding_592,0.0,0.0,0.5,5,0.0,0.0
text_embedding_500,0.0,0.0,0.5,5,0.0,0.0
text_embedding_501,0.0,0.0,0.5,5,0.0,0.0
text_embedding_607,0.0,0.0,0.5,5,0.0,0.0
text_embedding_502,0.0,0.0,0.5,5,0.0,0.0
text_embedding_507,0.0,0.0,0.5,5,0.0,0.0
text_embedding_603,0.0,0.0,0.5,5,0.0,0.0
text_embedding_602,0.0,0.0,0.5,5,0.0,0.0
text_embedding_601,0.0,0.0,0.5,5,0.0,0.0
text_embedding_509,0.0,0.0,0.5,5,0.0,0.0
text_embedding_510,0.0,0.0,0.5,5,0.0,0.0
text_embedding_513,0.0,0.0,0.5,5,0.0,0.0
text_embedding_599,0.0,0.0,0.5,5,0.0,0.0
text_embedding_515,0.0,0.0,0.5,5,0.0,0.0
text_embedding_517,0.0,0.0,0.5,5,0.0,0.0
text_embedding_518,0.0,0.0,0.5,5,0.0,0.0
text_embedding_519,0.0,0.0,0.5,5,0.0,0.0
text_embedding_597,0.0,0.0,0.5,5,0.0,0.0
text_embedding_596,0.0,0.0,0.5,5,0.0,0.0
text_embedding_522,0.0,0.0,0.5,5,0.0,0.0
text_embedding_594,0.0,0.0,0.5,5,0.0,0.0
text_embedding_523,0.0,0.0,0.5,5,0.0,0.0
text_embedding_525,0.0,0.0,0.5,5,0.0,0.0
text_embedding_593,0.0,0.0,0.5,5,0.0,0.0
text_embedding_526,0.0,0.0,0.5,5,0.0,0.0
text_embedding_528,0.0,0.0,0.5,5,0.0,0.0
text_embedding_529,0.0,0.0,0.5,5,0.0,0.0
text_embedding_530,0.0,0.0,0.5,5,0.0,0.0
text_embedding_531,0.0,0.0,0.5,5,0.0,0.0
text_embedding_532,0.0,0.0,0.5,5,0.0,0.0
text_embedding_413,0.0,0.0,0.5,5,0.0,0.0
text_embedding_412,0.0,0.0,0.5,5,0.0,0.0
